,Unnamed: 0,unique_trajectory_id,condition,VPCode,landmark_rotation,respx,respz,targetx,targetz,trajectory_id,target,jitterx,jitterz,startx,startz,belief_respx,belief_respz,endidx,task_finished
608,724,724,landmark,sub11,0.0,1.5475160040264466,3.1239154880087616,1.8,3.12,2-8-24,2,0.0,0.0,-0.2755474620663904,-0.2196022737170239,1.2256992579071797,3.622808326592603,183,True
869,1032,1032,landmark,sub03,0.0,-0.7521600126781186,3.378114468522178,-1.8,3.12,1-19-24,1,0.0,0.0,0.3189475396740882,-0.1080014162573754,-1.990695247716937,2.812248923492259,233,True
72,81,81,landmark,sub08,0.0,-2.890227024501088,1.030286518450234,-3.12,1.8,0-21-24,0,0.0,0.0,-0.1362199864206657,0.236595408584392,-3.7407663895368,1.0313281427375476,479,True
107,128,128,landmark,sub03,0.0,-3.944462581644216,1.111061175241434,-3.12,1.8,0-16-24,0,0.0,0.0,0.7523938601246715,-0.0917240057834438,-3.104237822219063,1.6845946646698298,245,True
618,737,737,landmark,sub11,0.0,2.33627794042216,1.3385858895126346,3.12,1.8,3-5-24,3,0.0,0.0,-0.2863762148363953,-0.3175628229488569,2.831802963161536,2.132696495115378,505,True
76,88,88,landmark,sub01,0.0,0.7484410810203195,3.634985811190596,1.8,3.12,2-10-24,2,0.0,0.0,-0.4815808812758013,0.5428318231244855,2.5257797696083384,2.564894235285082,301,True
77,89,89,landmark,sub11,0.0,3.68812205410364,1.089221654747805,3.12,1.8,3-13-24,3,0.0,0.0,-0.8105150413673694,0.2756370441643009,3.277563259132979,1.4515224747301818,398,True
513,610,610,landmark,sub03,0.0,3.4340987111937022,0.3665306122143461,1.8,3.12,2-6-24,2,0.0,0.0,-0.7313567691919031,0.1256486194522822,1.449533589751087,3.308937090359328,234,True
555,661,661,landmark,sub08,0.0,0.6324147101784787,3.778617319221078,1.8,3.12,2-8-24,2,0.0,0.0,-0.0185439028173255,0.1677002269178916,1.5847452192006162,3.4964330721282946,182,True
570,679,679,landmark,sub08,0.0,1.789611345257794,3.767812140063968,1.8,3.12,2-11-24,2,0.0,0.0,-0.374660905572407,0.1012657158533374,0.0795760203585097,4.168742575614051,215,True
896,1062,1062,landmark,sub05,0.0,-1.2392651506743335,1.6577428420285991,-3.12,1.8,0-14-24,0,0.0,0.0,-0.3154636099515661,-0.045609178531088,-2.2467748448023426,1.6526675636241943,590,True
566,674,674,landmark,sub11,0.0,-3.800043502145271,1.7848797982301887,-3.12,1.8,0-15-24,0,0.0,0.0,-0.0031700426122515,0.0156066421108486,-2.978071321852756,1.7408920811683286,478,True
113,135,135,landmark,sub03,0.0,1.8464507126787288,-0.8022711956285153,3.12,1.8,3-9-24,3,0.0,0.0,-1.5632866204263285,0.4111429120589865,2.715253203621791,1.2263811812406744,690,True
535,637,637,landmark,sub01,0.0,3.818335061969983,0.06451825012261,1.8,3.12,2-8-24,2,0.0,0.0,0.0976795025207952,-0.3350215341992338,1.3733798781234017,3.3664578002076366,437,True
558,665,665,landmark,sub08,0.0,-1.1101702458225773,1.305430980207113,-3.12,1.8,0-15-24,0,0.0,0.0,-0.3936019594635493,0.2407062862210023,-2.4698803415124706,1.982687393839516,350,True
93,110,110,landmark,sub01,0.0,-3.6665400416981777,2.4382170876641216,-3.12,1.8,0-17-24,0,0.0,0.0,0.2177478142830236,0.5809736862483997,-3.315680023069469,1.5814136356887052,204,True
94,111,111,landmark,sub01,0.0,-1.0740075847682884,1.2773507179089332,-3.12,1.8,0-21-24,0,0.0,0.0,0.1762252171474049,-0.2394763823505286,-3.001531834562834,1.3223344756259554,266,True
544,647,647,landmark,sub11,0.0,-1.8384472575696875,2.8171398233832665,-1.8,3.12,1-19-24,1,0.0,0.0,-0.2979464512518977,0.0310647961586194,-3.3692554279225755,2.803031501550882,313,True
104,123,123,landmark,sub05,0.0,2.7849811031875,2.800240236947841,1.8,3.12,2-8-24,2,0.0,0.0,0.1152063517932997,-0.0655170054566067,2.354534053887702,3.1993754151629017,410,True
887,1052,1052,landmark,sub05,0.0,-3.1983086741084863,0.6871998636094658,-3.12,1.8,0-21-24,0,0.0,0.0,0.1060456767768522,0.0349329510770557,-2.797484783608955,1.2417964775165793,679,True
1052,1240,1240,landmark,sub05,0.0,3.1206188117354583,-0.0919228466186912,1.8,3.12,2-8-24,2,0.0,0.0,0.0148678040853553,-0.5250801071208426,1.4084068976649962,3.2878900481870086,582,True
895,1060,1060,landmark,sub11,0.0,1.440969991892898,3.2669292041960336,1.8,3.12,2-10-24,2,0.0,0.0,-0.6502392225127397,0.1359972549939594,2.4410824406756944,3.044764496020061,282,True
755,896,896,landmark,sub03,0.0,-1.3798674147690424,4.534951056378731,-1.8,3.12,1-18-24,1,0.0,0.0,-0.0940356848176322,0.2224629331956732,-1.9248518628997084,3.450842433118573,345,True
751,889,889,landmark,sub08,0.0,1.8948844512096057,2.5565268256448506,1.8,3.12,2-10-24,2,0.0,0.0,-0.0543765077988446,-0.130140087906533,0.5127660120470691,3.715895302654007,450,True
823,977,977,landmark,sub08,0.0,-2.9651284758492418,1.355824365390164,-3.12,1.8,0-14-24,0,0.0,0.0,0.1045911978225824,-0.5295160172956024,-3.1553532597868017,0.8953938021924922,249,True
741,879,879,landmark,sub08,0.0,-0.739021731827562,6.181721684757007,-1.8,3.12,1-22-24,1,0.0,0.0,-0.2456945708521031,0.0772892068201863,-2.117019917305192,3.540436295284418,739,True
759,900,900,landmark,sub01,0.0,2.5181492459690102,2.902184691907112,1.8,3.12,2-4-24,2,0.0,0.0,-0.3502890442366078,0.8359119336563801,1.4972358805844508,2.7474643883976,553,True
735,873,873,landmark,sub03,0.0,3.1125024934363323,2.1905858610225897,3.12,1.8,3-12-24,3,0.0,0.0,-0.7277124932923693,-0.8781424318972639,3.15534700910664,1.816903534961632,311,True
726,862,862,landmark,sub03,0.0,-0.9116028132073628,2.1778993434189715,-3.12,1.8,0-14-24,0,0.0,0.0,-0.8334892630250879,-0.0312848186620722,-2.717838019604788,2.049200176537305,574,True
834,990,990,landmark,sub08,0.0,-1.2140798572414369,2.610498725006537,-1.8,3.12,1-19-24,1,0.0,0.0,-0.3590765053026536,-0.4563654837666426,-2.7073808131973154,3.123315784261575,237,True
720,856,856,landmark,sub01,0.0,-4.111906674095874,1.971580021692892,-3.12,1.8,0-21-24,0,0.0,0.0,0.0372239510483659,-0.0730448679924011,-4.626151949552489,1.2259073757371794,711,True
24,30,30,landmark,sub01,0.0,-5.5310121847040685,4.496183589287004,-1.8,3.12,1-20-24,1,0.0,0.0,0.3827018926638312,-0.003734961787034,-3.065297612012944,2.955416218902191,360,True
21,26,26,landmark,sub08,0.0,-2.7349684526982103,3.0691318474010902,-1.8,3.12,1-18-24,1,0.0,0.0,0.536846757435135,-0.1063174002000411,-2.1883338519207856,2.866584053731871,243,True
2,4,4,landmark,sub01,0.0,-1.9813612550984216,4.996144021967738,-1.8,3.12,1-22-24,1,0.0,0.0,0.6716764511509864,-0.7374948022605029,-0.9838273800392068,3.968314138266511,311,True
3,5,5,landmark,sub03,0.0,1.9038022755555712,2.684135827746028,1.8,3.12,2-8-24,2,0.0,0.0,-0.4346218713502361,-0.0033033512668393,1.7812343877237042,3.5253331933087,291,True
793,939,939,landmark,sub08,0.0,2.455206404036184,-0.2909820782819904,3.12,1.8,3-7-24,3,0.0,0.0,-0.4982295269891687,0.5864660685842683,3.250619795924642,1.6408141986605702,539,True
1085,1281,1281,landmark,sub01,0.0,-1.9232786113728293,2.9061233514400246,-1.8,3.12,1-19-24,1,0.0,0.0,-0.4379517007816507,-0.1923996327490049,-2.1221916603029016,3.303246139962849,263,True
787,932,932,landmark,sub03,0.0,-3.761565043607973,2.7411545203127368,-3.12,1.8,0-15-24,0,0.0,0.0,0.2915226387773315,-0.5759390185370712,-1.3026879549135946,2.761879108436048,765,True
784,929,929,landmark,sub08,0.0,2.262167833167373,1.087925822023893,3.12,1.8,3-7-24,3,0.0,0.0,-0.486038912001665,-0.0082830490821582,3.9234851247060414,1.5759273698876115,330,True
772,913,913,landmark,sub01,0.0,-1.273731922918768,2.48177675676057,-3.12,1.8,0-16-24,0,0.0,0.0,-0.0005755768274255,0.8764239601551262,-2.9488149320604347,2.147466319136857,553,True
767,908,908,landmark,sub01,0.0,2.5728035516352543,3.9323024927795527,3.12,1.8,3-5-24,3,0.0,0.0,-0.3315457070766684,-0.6209997856552518,3.7073652728827486,1.6549795382824464,244,True
764,905,905,landmark,sub05,0.0,-3.0322021495798137,2.0270431975459724,-3.12,1.8,0-17-24,0,0.0,0.0,-0.673701705905222,-0.2743130770845341,-3.3373141953501304,1.7112065443056297,238,True
711,846,846,landmark,sub01,0.0,1.8934335220984635,3.27809277417452,1.8,3.12,2-11-24,2,0.0,0.0,-0.6845184720247032,-0.1621582296942655,2.5214163560709304,2.756880863164443,577,True
708,843,843,landmark,sub05,0.0,2.493333432610056,3.7235217688379634,1.8,3.12,2-11-24,2,0.0,0.0,0.1758614094874672,0.1397103140880619,1.1882840947959126,3.792485103110034,671,True
60,68,68,landmark,sub01,0.0,0.461193849821526,3.7143466872597615,1.8,3.12,2-6-24,2,0.0,0.0,-1.0798885823151412,-0.7856724520057397,1.817997197387737,3.0206187569877985,238,True
659,784,784,landmark,sub05,0.0,-2.846258620474348,0.1481386387362404,-3.12,1.8,0-16-24,0,0.0,0.0,-0.2839000612498141,0.2145086642833613,-2.7540395019062225,1.4409921733904525,240,True
123,150,150,landmark,sub03,0.0,-0.1686365788451758,4.2701847883867705,-1.8,3.12,1-22-24,1,0.0,0.0,0.1726027496563484,-0.0179555633718076,-2.2628459935488667,3.418504401093281,807,True
657,781,781,landmark,sub11,0.0,-1.0521190739984891,3.6301705588865993,-1.8,3.12,1-22-24,1,0.0,0.0,-0.1308302826586545,0.3603648506541809,-1.548834046487961,3.1599020122374424,634,True
655,779,779,landmark,sub05,0.0,-1.776759818595543,4.936296801974831,-1.8,3.12,1-22-24,1,0.0,0.0,-0.0624199641133738,-0.0921832427929033,-1.4239144303850058,3.5893133908450663,506,True
653,777,777,landmark,sub11,0.0,1.3840216557415372,3.2641519693681538,3.12,1.8,3-13-24,3,0.0,0.0,-0.7028152419943829,-0.3335227705229749,3.631015689534776,1.271566898221844,471,True
650,774,774,landmark,sub01,0.0,3.35714739188002,0.6867717121411661,3.12,1.8,3-12-24,3,0.0,0.0,0.0977134913255616,0.3686105610817263,3.568231992173641,1.6563469364546572,276,True
649,773,773,landmark,sub03,0.0,3.2672583859560187,0.6573033629442973,3.12,1.8,3-7-24,3,0.0,0.0,-0.1673859480724879,-0.4303223775092293,2.551927116086964,2.4911489893727574,850,True
644,767,767,landmark,sub05,0.0,4.393064460649904,3.019226057202231,3.12,1.8,3-9-24,3,0.0,0.0,0.3747437729247696,-1.19212611671479,2.860823389325858,2.52191185083924,744,True
643,766,766,landmark,sub03,0.0,-1.201613716016972,3.975966520890045,-1.8,3.12,1-19-24,1,0.0,0.0,0.5050761672721892,0.1322345515457995,-2.413149591669692,3.159238023697231,244,True
1066,1255,1255,landmark,sub08,0.0,-4.994010038514144,-0.0976806275806405,-3.12,1.8,0-17-24,0,0.0,0.0,-0.2092207852800709,1.162427860183994,-4.316553456863559,1.286444106109888,303,True
635,757,757,landmark,sub01,0.0,3.4822594861328837,1.2248702832324012,3.12,1.8,3-9-24,3,0.0,0.0,0.5331888099697631,0.1755129731431499,3.269351508362261,1.5368998391262758,230,True
58,66,66,landmark,sub11,0.0,-3.1695898440089034,2.2065722581485154,-3.12,1.8,0-17-24,0,0.0,0.0,-0.1579026960197995,-0.8105168576840174,-3.841906402548089,1.530415522012981,689,True
674,802,802,landmark,sub05,0.0,1.9437767746661323,3.374398549700316,1.8,3.12,2-10-24,2,0.0,0.0,0.0262066244131387,0.3502040640624486,1.2596775982833088,3.4272010788769305,246,True
705,840,840,landmark,sub08,0.0,3.123604547481388,3.1994336308031244,3.12,1.8,3-12-24,3,0.0,0.0,-0.1699330046267368,0.7137318308792256,2.41097869987033,2.772857713690572,466,True
704,839,839,landmark,sub01,0.0,2.923282785215769,1.437120170124,3.12,1.8,3-13-24,3,0.0,0.0,-0.1008353125943722,-0.0832027224389511,3.4576929296121808,1.6881715710805398,282,True
44,52,52,landmark,sub01,0.0,-1.575832711025519,3.4664877858907377,-1.8,3.12,1-22-24,1,0.0,0.0,0.2729421229698938,0.1845459720033568,-2.1098172058758617,2.50317517999212,331,True
696,830,830,landmark,sub08,0.0,-1.823486045358915,3.4150814175574213,-1.8,3.12,1-20-24,1,0.0,0.0,-0.5959678824585405,-0.0312760599144202,-3.031815496708514,2.2244943106539563,374,True
50,58,58,landmark,sub05,0.0,3.146635885467953,1.4733889995691598,3.12,1.8,3-5-24,3,0.0,0.0,0.5001414732656778,-0.9014431807779668,2.206836151399523,1.803481506117816,758,True
689,821,821,landmark,sub11,0.0,1.1086929869321098,2.2241371563769468,3.12,1.8,3-12-24,3,0.0,0.0,-0.2202867073128745,-0.0569775096454868,2.5784786294607507,1.747660400353206,524,True
683,813,813,landmark,sub03,0.0,3.1469234539399062,0.964876044017686,3.12,1.8,3-12-24,3,0.0,0.0,-0.0630548384275532,-0.4707461919470608,2.991175534390851,1.1201692016554237,482,True
681,811,811,landmark,sub08,0.0,0.6511282824610263,4.3434284084791335,1.8,3.12,2-4-24,2,0.0,0.0,-1.172883671655406,0.5619797533863509,1.7925064616299795,2.9398788318722384,792,True
55,63,63,landmark,sub05,0.0,-1.3874423517282777,3.0163481208182112,-1.8,3.12,1-18-24,1,0.0,0.0,-0.0532543677924757,-0.1956934159739012,-1.642616079080429,3.160789089115683,243,True
668,794,794,landmark,sub08,0.0,1.936022723955299,3.635430416761284,1.8,3.12,2-10-24,2,0.0,0.0,-0.8863546628348645,-0.3698596827196889,2.0581111949801008,2.9546196496255788,255,True
119,144,144,landmark,sub05,0.0,-0.5228063191247254,1.4627352881707494,-3.12,1.8,0-14-24,0,0.0,0.0,-1.0469178304665334,0.6279331807792187,-1.980495376502957,2.398729355265683,682,True
192,229,229,landmark,sub03,0.0,1.1780585279988296,2.9421526603069927,1.8,3.12,2-4-24,2,0.0,0.0,-0.1203469859717604,0.1673877630908068,1.533050671248246,3.120061840945627,225,True
354,426,426,landmark,sub11,0.0,3.179638211063568,1.6580049990587598,3.12,1.8,3-12-24,3,0.0,0.0,-1.1206262625706032,0.2301580509932121,4.426842193359989,0.9681147731652656,581,True
198,235,235,landmark,sub03,0.0,-3.25179901372148,2.2374435386401514,-3.12,1.8,0-16-24,0,0.0,0.0,0.1895565195431833,1.021723105859884,-2.9680822186518707,1.6659634972910329,361,True
347,417,417,landmark,sub11,0.0,-2.1079285468380533,2.265837296269708,-1.8,3.12,1-20-24,1,0.0,0.0,-0.4576663906889344,-0.031204027805864,-2.363075473120671,2.7384168307715715,219,True
345,415,415,landmark,sub05,0.0,0.5038365781827879,3.5475597944003656,1.8,3.12,2-10-24,2,0.0,0.0,-0.3309405096958045,0.2307267375184333,2.158441396593485,3.3145733390844847,246,True
1022,1208,1208,landmark,sub01,0.0,2.6565758371663497,3.133069784336385,1.8,3.12,2-10-24,2,0.0,0.0,0.4587204958666109,-0.8133430252632078,0.6597574171937532,3.806566838232065,221,True
341,410,410,landmark,sub03,0.0,-3.206584454496148,2.664563845059252,-3.12,1.8,0-15-24,0,0.0,0.0,0.2083700868304318,-0.0227946763062694,-3.0991563654954595,2.0655952615026734,672,True
333,401,401,landmark,sub08,0.0,-2.339822623908635,2.5661219253255965,-3.12,1.8,0-21-24,0,0.0,0.0,0.7020819705757738,0.2899019039893598,-3.019729034004639,1.71912113270664,552,True
330,398,398,landmark,sub08,0.0,-2.488607401668656,-0.1871688080055828,-3.12,1.8,0-17-24,0,0.0,0.0,0.1329898645737688,0.1779525386871748,-2.4771900762840877,1.656914303611178,462,True
206,244,244,landmark,sub08,0.0,2.460961619560811,1.537724355408242,1.8,3.12,2-6-24,2,0.0,0.0,0.7130945779562821,-0.7270974597963433,2.843998989492735,3.029630080904431,724,True
1027,1213,1213,landmark,sub03,0.0,3.1015028492872783,1.5160331774744864,3.12,1.8,3-13-24,3,0.0,0.0,-0.2357724575016249,0.576884926679255,3.334111917226436,1.800524221664915,240,True
369,443,443,landmark,sub01,0.0,2.9196805569815307,1.417765928806457,3.12,1.8,3-7-24,3,0.0,0.0,-0.2103637801859694,0.2654150240618805,3.854926023782448,1.7415863331191144,265,True
183,219,219,landmark,sub11,0.0,-4.311811148482416,1.355761934689551,-3.12,1.8,0-15-24,0,0.0,0.0,0.8070454119499706,-0.1291214871986963,-3.2366187402626543,2.041281389795951,341,True
171,206,206,landmark,sub08,0.0,-2.133176545698937,2.971102028015838,-3.12,1.8,0-16-24,0,0.0,0.0,0.1177182767596512,0.2997612117387534,-2.468952058729849,1.9964098071311611,201,True
175,210,210,landmark,sub11,0.0,-3.2303577567057964,1.638823355174052,-3.12,1.8,0-14-24,0,0.0,0.0,0.2778255267715778,-0.3331675853607175,-2.6133335254142627,2.1868962314301266,216,True
397,476,476,landmark,sub03,0.0,-4.053362813762364,2.9967739074072366,-3.12,1.8,0-21-24,0,0.0,0.0,-0.2831274235029876,0.2100850621436698,-4.332980788043484,0.9964996623933536,274,True
177,213,213,landmark,sub11,0.0,-1.361622640046008,2.9269936168031494,-1.8,3.12,1-18-24,1,0.0,0.0,-0.0239732199121498,-0.449957598182926,-1.944961001757444,3.197677343547161,242,True
385,462,462,landmark,sub08,0.0,3.0205234865901067,4.045822028007184,1.8,3.12,2-4-24,2,0.0,0.0,0.1700392513496472,-0.6478118300913958,1.688392982209577,2.778790944158086,240,True
382,459,459,landmark,sub01,0.0,0.585019193504199,2.8932629381342108,1.8,3.12,2-4-24,2,0.0,0.0,-0.0122697571191754,0.8197594725966779,1.0639058064140356,3.383528512717036,532,True
965,1141,1141,landmark,sub01,0.0,-3.571708220895521,1.6432470492094668,-3.12,1.8,0-15-24,0,0.0,0.0,-0.1311010503030482,-0.2496077463294807,-2.010661999493822,1.605387474758908,736,True
510,607,607,landmark,sub05,0.0,2.829796694058543,2.5366127637038045,3.12,1.8,3-13-24,3,0.0,0.0,0.0178825097596995,0.0370637590158628,2.998338344520449,2.486821098881019,257,True
970,1148,1148,landmark,sub01,0.0,-2.694160160666032,1.9787810256766727,-3.12,1.8,0-15-24,0,0.0,0.0,-0.3756036191961751,1.1996912441500047,-2.4953074204824106,1.3822495963896035,529,True
182,218,218,landmark,sub11,0.0,3.5069534094970893,3.627541915014396,3.12,1.8,3-7-24,3,0.0,0.0,-0.4763811203727084,1.1034673025871449,2.861153825173453,2.0097751457694653,223,True
971,1149,1149,landmark,sub11,0.0,-3.680278068369076,1.2259341730055082,-3.12,1.8,0-21-24,0,0.0,0.0,-0.6868111419713923,-0.0614388820778302,-3.470009736762961,1.391125133872726,535,True
170,205,205,landmark,sub01,0.0,1.3634180172907695,0.7049893873989108,3.12,1.8,3-7-24,3,0.0,0.0,-0.0797413897058887,0.1692516389805212,2.2767797540964807,1.912408802113314,326,True
317,382,382,landmark,sub03,0.0,2.120918269856634,3.291218037983072,1.8,3.12,2-8-24,2,0.0,0.0,-0.8876513619220817,-0.2929815751133109,2.3231886785946907,2.70131733245159,395,True
1003,1187,1187,landmark,sub11,0.0,-1.622689560625994,3.485710941207669,-3.12,1.8,0-16-24,0,0.0,0.0,0.3599768680587745,-0.0024721730373062,-2.8315520535010514,2.3698968240539204,666,True
268,319,319,landmark,sub05,0.0,-2.175670089888209,1.2386210011928702,-3.12,1.8,0-21-24,0,0.0,0.0,0.6128888409279506,-0.5132726583234475,-3.183862116384694,1.519099532780129,231,True
1005,1190,1190,landmark,sub08,0.0,4.1174656386376425,1.8295203516784435,3.12,1.8,3-5-24,3,0.0,0.0,0.2600396192863964,0.8448471279454048,3.795142286202547,0.8983514123017563,382,True
262,312,312,landmark,sub11,0.0,0.748223010797119,3.4612055954732988,1.8,3.12,2-6-24,2,0.0,0.0,0.566579675334683,0.5788535454306029,2.058036470181334,3.340053729563986,225,True
259,309,309,landmark,sub03,0.0,1.2722616338652994,2.0079778884303217,1.8,3.12,2-10-24,2,0.0,0.0,-0.9137605299100824,-0.5351205380273475,1.0696234615996434,2.879130694197249,226,True
1008,1193,1193,landmark,sub01,0.0,4.544667552958799,1.5695451691004474,3.12,1.8,3-12-24,3,0.0,0.0,0.5699905457442214,-0.0953890922217607,3.512913918595514,1.5960350358636104,234,True
244,289,289,landmark,sub05,0.0,3.2872075766001267,1.9129998942440631,3.12,1.8,3-12-24,3,0.0,0.0,-0.7057420407502913,-0.74536523895564,3.4328538617849365,1.9013475758240024,335,True
242,287,287,landmark,sub08,0.0,1.082886156218739,1.190034519198832,3.12,1.8,3-9-24,3,0.0,0.0,-0.0622778158812236,0.4384559740121394,3.4731455858984805,1.017800504410812,396,True
1012,1198,1198,landmark,sub11,0.0,1.54990677365412,2.552299417301521,1.8,3.12,2-11-24,2,0.0,0.0,0.0427496574238204,0.098531370512728,0.5688345712792628,3.1476257650584585,244,True
1013,1199,1199,landmark,sub03,0.0,0.917153763918124,3.1775605716246225,1.8,3.12,2-11-24,2,0.0,0.0,0.1346905578604379,-0.2091758637153378,1.8613309636314397,3.260340739368315,236,True
1002,1186,1186,landmark,sub08,0.0,-4.060278553257813,1.66930398421868,-3.12,1.8,0-14-24,0,0.0,0.0,-0.5965911188037951,0.2394724672938356,-3.8062500658970206,1.5653237422928596,225,True
274,327,327,landmark,sub05,0.0,1.877900910941164,0.8699737098602361,3.12,1.8,3-7-24,3,0.0,0.0,0.3252119100038889,-0.4915387664215929,2.860591982825581,2.150888203867797,258,True
275,328,328,landmark,sub01,0.0,-1.9484990387145305,3.8899031645677344,-1.8,3.12,1-23-24,1,0.0,0.0,0.3685537967863365,0.3011979121280301,-1.6768090228340522,3.572345648817433,518,True
312,374,374,landmark,sub05,0.0,3.1919889801211987,1.008067270264682,3.12,1.8,3-9-24,3,0.0,0.0,0.0138671510326063,-0.426426227218494,3.0002083144584515,1.1721699190682604,216,True
305,365,365,landmark,sub11,0.0,2.6941688601582348,0.5997216823151849,1.8,3.12,2-4-24,2,0.0,0.0,0.1982726242217025,-0.2688235979682528,1.8948642549544727,2.979248684066223,231,True
212,250,250,landmark,sub01,0.0,2.3848345119208365,2.52436238641974,1.8,3.12,2-6-24,2,0.0,0.0,-0.2571788183346338,-0.1061980247359488,1.960746352943814,3.187627130762164,337,True
994,1178,1178,landmark,sub11,0.0,0.2043837809216134,4.400271424318524,1.8,3.12,2-11-24,2,0.0,0.0,-0.2517863523475965,0.7445924748511401,1.2587122353872513,3.928495419860739,708,True
208,246,246,landmark,sub03,0.0,2.123128346562049,2.8272964861110825,1.8,3.12,2-11-24,2,0.0,0.0,0.4204664615497916,0.4940520118453012,1.9051828295014648,3.1213840939655637,553,True
1019,1205,1205,landmark,sub08,0.0,1.4172421336051413,4.311959620198743,-1.8,3.12,1-22-24,1,0.0,0.0,0.0019329741644045,-0.496085853570148,-1.9491956878067351,3.105500225693296,511,True
1018,1204,1204,landmark,sub08,0.0,-4.126719251818205,2.1226959896345434,-1.8,3.12,1-23-24,1,0.0,0.0,-1.079149921694369,-0.2619087346861164,-2.0522481116344147,2.968875300005033,403,True
286,340,340,landmark,sub05,0.0,3.336380464767001,2.669361201274774,1.8,3.12,2-11-24,2,0.0,0.0,0.7226994231851216,-0.3974654379817368,2.197708176509104,3.4347444159089666,203,True
281,335,335,landmark,sub11,0.0,2.478323179338425,2.53642358535321,1.8,3.12,2-6-24,2,0.0,0.0,-0.0904337761091852,-0.4158039336011585,1.8960661657917552,3.320311940326443,223,True
219,257,257,landmark,sub11,0.0,-2.0081815062398496,3.825172735032288,-3.12,1.8,0-21-24,0,0.0,0.0,-0.8856187902727836,-0.2360323573134569,-2.0468012258089905,2.248817893484245,221,True
997,1181,1181,landmark,sub01,0.0,0.8849944384689944,0.2025713411133819,3.12,1.8,3-9-24,3,0.0,0.0,1.132634740691878,0.9910534334910224,1.6961707036683786,2.288851619251189,863,True
477,570,570,landmark,sub03,0.0,2.2960305007031363,2.2449288277656008,3.12,1.8,3-13-24,3,0.0,0.0,-0.2155877373221615,0.8126512097752776,2.7800037260734074,2.4737834893368507,212,True
478,571,571,landmark,sub01,0.0,1.1638466921339563,3.785994438476005,1.8,3.12,2-11-24,2,0.0,0.0,0.4882461216674295,-0.0681067965540558,2.5485442766831268,3.281322990869964,612,True
941,1114,1114,landmark,sub08,0.0,3.0146263555530544,1.7725590604864925,3.12,1.8,3-5-24,3,0.0,0.0,1.009410289858602,-0.6243953642194339,3.1682542243578737,0.9157676854234398,735,True
942,1115,1115,landmark,sub08,0.0,-2.187616648632561,2.0069468894484266,-3.12,1.8,0-16-24,0,0.0,0.0,0.6623070112229117,-0.7848704524642129,-2.804418424003697,1.3774494928520062,487,True
1040,1227,1227,landmark,sub01,0.0,-0.6591889467700991,2.816873427134797,-1.8,3.12,1-19-24,1,0.0,0.0,0.2132857178289728,0.548985987825235,-2.0207908025347,3.466473153062781,235,True
482,575,575,landmark,sub08,0.0,-1.9525651241761603,0.5220823643801992,-1.8,3.12,1-19-24,1,0.0,0.0,0.071228339476206,0.3754150616229379,-2.1090255864565424,2.5464634069940217,769,True
464,554,554,landmark,sub05,0.0,-1.7514611503872954,4.396041677878519,-1.8,3.12,1-19-24,1,0.0,0.0,-0.2340097126629893,0.6032072811509249,-1.2335749557041733,3.275180666886922,208,True
154,186,186,landmark,sub11,0.0,1.3865433844160575,1.7362850090955049,1.8,3.12,2-4-24,2,0.0,0.0,0.1889497116783286,0.3190074233045422,1.723367721286624,2.891301956868147,458,True
150,182,182,landmark,sub11,0.0,-0.9477601095803992,-2.3313975087996,-1.8,3.12,1-20-24,1,0.0,0.0,0.1397763459863789,-0.3076981742477018,-1.7124270934463142,3.284034260167965,764,True
466,556,556,landmark,sub08,0.0,-3.1008683142566698,0.4597432917714812,-3.12,1.8,0-15-24,0,0.0,0.0,0.3262051906721168,-0.6369139858503402,-2.4280800633001864,1.9590953844608996,502,True
468,561,561,landmark,sub08,0.0,3.3492966468681016,2.4960606543540056,3.12,1.8,3-12-24,3,0.0,0.0,0.3056525211515862,-1.1041316457235535,3.362420175862219,1.5401996828621465,239,True
140,168,168,landmark,sub01,0.0,-0.6446991146830442,1.7643959372668092,-1.8,3.12,1-18-24,1,0.0,0.0,0.6033943856716212,0.0650762350676797,-1.70705044572176,3.024580119920164,719,True
1037,1224,1224,landmark,sub01,0.0,-2.26641053087906,2.5283238157982,-3.12,1.8,0-16-24,0,0.0,0.0,-0.2640677420524069,0.5030746647143942,-3.4168771831055955,1.5236467606053403,265,True
450,537,537,landmark,sub05,0.0,1.8135872151765768,3.702529220407598,1.8,3.12,2-4-24,2,0.0,0.0,-0.3418472809165308,-0.4034919515099124,1.3140025099460155,3.531448685976004,320,True
936,1107,1107,landmark,sub11,0.0,-0.3045185086964045,1.0161843689788326,-1.8,3.12,1-18-24,1,0.0,0.0,-0.4058666963083862,0.42423467558569,-2.701119654007435,3.45216248562602,247,True
447,534,534,landmark,sub05,0.0,-1.1728190133481584,1.9107131247607063,-1.8,3.12,1-22-24,1,0.0,0.0,0.0186614681581071,-0.4946842618967426,-2.016810529332947,2.7626259861525466,345,True
1043,1230,1230,landmark,sub11,0.0,2.558294813085864,0.7342478515842079,3.12,1.8,3-5-24,3,0.0,0.0,0.0587042230618437,-0.8908834813055839,3.506043169414644,1.6913753814440862,309,True
155,187,187,landmark,sub01,0.0,-1.3653835161638062,2.9305143012254904,-1.8,3.12,1-18-24,1,0.0,0.0,-0.0091136574170426,-0.055114569999626,-2.0035831433292666,3.2821646723917137,290,True
